iri,name
https://purl.org/bdot10k#object_143,plac gier i zabaw
https://purl.org/bdot10k#object_144,plac sportowy
https://purl.org/bdot10k#object_58,plantacja
https://purl.org/bdot10k#object_190,platforma widokowa
https://purl.org/bdot10k#object_157,podpora kolei linowej
https://purl.org/bdot10k#object_202,podstacja elektroenergetyczna
https://purl.org/bdot10k#object_276,pomost lub molo
https://purl.org/bdot10k#object_217,port wodny lub przystań
https://purl.org/bdot10k#object_85,powiat
https://purl.org/bdot10k#object_51,pozostała zabudowa
https://purl.org/bdot10k#object_126,"pozostałe budynki niemieszkalne, gdzie indziej nie wymienione"
https://purl.org/bdot10k#object_71,pozostały grunt nieużytkowany
https://purl.org/bdot10k#object_233,przedszkole lub żłobek
https://purl.org/bdot10k#object_263,przejście graniczne
https://purl.org/bdot10k#object_130,przejście podziemne dla pieszych
https://purl.org/bdot10k#object_203,przepompownia
https://purl.org/bdot10k#object_131,przepust
https://purl.org/bdot10k#object_102,przysiółek
https://purl.org/bdot10k#object_264,przystanek autobusowy lub tramwajowy
https://purl.org/bdot10k#object_265,przystanek kolejowy
https://purl.org/bdot10k#object_256,próg skalny
https://purl.org/bdot10k#object_204,rafineria
https://purl.org/bdot10k#object_191,rampa
https://purl.org/bdot10k#object_82,rezerwat
https://purl.org/bdot10k#object_22,rondo
https://purl.org/bdot10k#object_62,roślinność trawiasta
https://purl.org/bdot10k#object_257,rząd drzew
https://purl.org/bdot10k#object_4,rów melioracyjny zbiorczy
https://purl.org/bdot10k#object_5,rów melioracyjny zwykły
https://purl.org/bdot10k#object_59,sad
https://purl.org/bdot10k#object_231,schronisko turystyczne
https://purl.org/bdot10k#object_239,skansen
https://purl.org/bdot10k#object_145,skocznia narciarska
https://purl.org/bdot10k#object_205,składowisko odpadów
https://purl.org/bdot10k#object_218,stacja kolejowa
https://purl.org/bdot10k#object_278,studnia głębinowa
https://purl.org/bdot10k#object_176,suwnica
https://purl.org/bdot10k#object_267,sygnalizator świetlny
https://purl.org/bdot10k#object_279,szklarnia (niebędąca budynkiem)
https://purl.org/bdot10k#object_234,szkoła lub zespół szkół
https://purl.org/bdot10k#object_235,szkoła wyższa
https://purl.org/bdot10k#object_60,szkółka leśna
https://purl.org/bdot10k#object_61,szkółka roślin ozdobnych
https://purl.org/bdot10k#object_147,sztuczny stok
https://purl.org/bdot10k#object_179,szyb naftowy lub gazowy
https://purl.org/bdot10k#object_156,słup energetyczny
https://purl.org/bdot10k#object_212,targowisko lub bazar
https://purl.org/bdot10k#object_177,taśmociąg
https://purl.org/bdot10k#object_69,teren kamienisty
https://purl.org/bdot10k#object_221,teren kolejowy
https://purl.org/bdot10k#object_70,teren piaszczysty lub żwirowy
https://purl.org/bdot10k#object_64,teren pod drogą kołową
https://purl.org/bdot10k#object_66,teren pod drogą kołową i torowiskiem
https://purl.org/bdot10k#object_67,teren pod drogą lotniskową
https://purl.org/bdot10k#object_65,teren pod torowiskiem
https://purl.org/bdot10k#object_77,teren pod urządzeniami technicznymi lub budowlami
https://purl.org/bdot10k#object_285,teren podmokły
https://purl.org/bdot10k#object_78,teren przemysłowo‐składowy
https://purl.org/bdot10k#object_206,teren ujęcia wody
https://purl.org/bdot10k#object_27,tor kolejowy
https://purl.org/bdot10k#object_28,tor metra
https://purl.org/bdot10k#object_148,tor samochodowy
https://purl.org/bdot10k#object_149,tor saneczkowy
https://purl.org/bdot10k#object_29,tor tramwajowy
https://purl.org/bdot10k#object_150,tor żużlowy
https://purl.org/bdot10k#object_181,transformator
https://purl.org/bdot10k#object_192,trybuna
https://purl.org/bdot10k#object_155,turbina wiatrowa
https://purl.org/bdot10k#object_240,twierdza lub forteca
https://purl.org/bdot10k#object_180,ujęcie wody
https://purl.org/bdot10k#object_170,umocnienie brzegu
https://purl.org/bdot10k#object_63,uprawa na gruntach ornych
https://purl.org/bdot10k#object_258,wejście do jaskini
https://purl.org/bdot10k#object_268,wejście do stacji metra
https://purl.org/bdot10k#object_280,wiata lub altana
https://purl.org/bdot10k#object_281,wiatrak (niebędący budynkiem)
https://purl.org/bdot10k#object_95,wieś
https://purl.org/bdot10k#object_282,wieża obserwacyjna
https://purl.org/bdot10k#object_159,wieża przeciwpożarowa
https://purl.org/bdot10k#object_160,wieża szybu kopalnianego
https://purl.org/bdot10k#object_161,wieża telekomunikacyjna
https://purl.org/bdot10k#object_162,wieża widokowa
https://purl.org/bdot10k#object_44,woda morska
https://purl.org/bdot10k#object_46,woda stojąca
https://purl.org/bdot10k#object_43,wodociągowy
https://purl.org/bdot10k#object_259,wodospad
https://purl.org/bdot10k#object_283,wodowskaz
https://purl.org/bdot10k#object_84,województwo
https://purl.org/bdot10k#object_178,wyciąg narciarski
https://purl.org/bdot10k#object_75,wyrobisko
https://purl.org/bdot10k#object_23,węzeł drogowy
https://purl.org/bdot10k#object_50,zabudowa handlowo‐usługowa
https://purl.org/bdot10k#object_48,zabudowa jednorodzinna
https://purl.org/bdot10k#object_49,zabudowa przemysłowo‐składowa
https://purl.org/bdot10k#object_47,zabudowa wielorodzinna
https://purl.org/bdot10k#object_54,zadrzewienie
https://purl.org/bdot10k#object_53,zagajnik
https://purl.org/bdot10k#object_222,zajezdnia lub baza transportowa
https://purl.org/bdot10k#object_207,zakład metalurgiczny
https://purl.org/bdot10k#object_236,zakład opieki socjalnej lub dom dziecka
https://purl.org/bdot10k#object_208,"zakład produkcyjny, usługowy lub remontowy"
https://purl.org/bdot10k#object_247,zakład specjalny
https://purl.org/bdot10k#object_209,zakład utylizacji
https://purl.org/bdot10k#object_210,zakład wodociągowy
https://purl.org/bdot10k#object_164,zbiornik na ciecz
https://purl.org/bdot10k#object_165,zbiornik na materiały pędne lub gaz
https://purl.org/bdot10k#object_166,zbiornik na materiały sypkie
https://purl.org/bdot10k#object_117,"zbiorniki, silosy i budynki magazynowe"
https://purl.org/bdot10k#object_227,zespół domów letniskowych
https://purl.org/bdot10k#object_183,zespół dystrybutorów paliwa
https://purl.org/bdot10k#object_241,zespół muzealny
https://purl.org/bdot10k#object_186,zespół nagrobków cmentarnych
https://purl.org/bdot10k#object_237,zespół szpitalny lub sanatoryjny
https://purl.org/bdot10k#object_182,zespół transformatorów
https://purl.org/bdot10k#object_184,zespół urządzeń stacji meteorologicznej
https://purl.org/bdot10k#object_185,zespół urządzeń terminalu ropy naftowej lub materiałów ropopochodnych
https://purl.org/bdot10k#object_76,zwałowisko
https://purl.org/bdot10k#object_169,ściana oporowa
https://purl.org/bdot10k#object_26,ścieżka
https://purl.org/bdot10k#object_260,źródło
http://purl.org/ontohgis#settlement_unit10,browar
http://purl.org/ontohgis#settlement_unit11,cegielnia
http://purl.org/ontohgis#settlement_unit12,cukrownia
http://purl.org/ontohgis#settlement_unit112,część przysiółka
http://purl.org/ontohgis#settlement_unit8,folwark
http://purl.org/ontohgis#settlement_unit18,gorzelnia
http://purl.org/ontohgis#settlement_unit102,grupa zabudowań
http://purl.org/ontohgis#settlement_unit113,gród
http://purl.org/ontohgis#settlement_unit80,holendry
http://purl.org/ontohgis#settlement_unit100,kaplica
http://purl.org/ontohgis#settlement_unit64,kolonia kolonii
http://purl.org/ontohgis#settlement_unit65,kolonia osady
http://purl.org/ontohgis#settlement_unit66,kolonia wsi
http://purl.org/ontohgis#settlement_unit22,koszary
http://purl.org/ontohgis#settlement_unit103,kościół
http://purl.org/ontohgis#settlement_unit23,latarnia morska
http://purl.org/ontohgis#settlement_unit25,letnisko
http://purl.org/ontohgis#settlement_unit28,miasteczko
http://purl.org/ontohgis#settlement_unit35,osada fabryczna
http://purl.org/ontohgis#settlement_unit21,osada górnicza
http://purl.org/ontohgis#settlement_unit127,osada hutnicza
http://purl.org/ontohgis#settlement_unit99,osada karczemna
http://purl.org/ontohgis#settlement_unit19,osada klasztorna
http://purl.org/ontohgis#settlement_unit68,osada kolonii
http://purl.org/ontohgis#settlement_unit125,osada kuźnicza
http://purl.org/ontohgis#settlement_unit69,osada leśna wsi
http://purl.org/ontohgis#settlement_unit37,osada miejska
http://purl.org/ontohgis#settlement_unit38,osada młyńska
http://purl.org/ontohgis#settlement_unit71,osada wsi
http://purl.org/ontohgis#settlement_unit72,osiedle wsi
http://purl.org/ontohgis#settlement_unit41,plebania
http://purl.org/ontohgis#settlement_unit82,port morski
http://purl.org/ontohgis#settlement_unit43,przedmieście
http://purl.org/ontohgis#settlement_unit73,przysiółek kolonii
http://purl.org/ontohgis#settlement_unit74,przysiółek osady
http://purl.org/ontohgis#settlement_unit75,przysiółek wsi
http://purl.org/ontohgis#settlement_unit106,rumunek
http://purl.org/ontohgis#settlement_unit47,smolarnia
http://purl.org/ontohgis#settlement_unit92,targ
http://purl.org/ontohgis#settlement_unit50,tartak
http://purl.org/ontohgis#settlement_unit51,torfiarnia
http://purl.org/ontohgis#settlement_unit52,twierdza
http://purl.org/ontohgis#settlement_unit53,uzdrowisko
http://purl.org/ontohgis#settlement_unit55,więzienie
http://purl.org/ontohgis#settlement_unit110,wójtostwo
http://purl.org/ontohgis#settlement_unit1,zamek
http://purl.org/ontohgis#settlement_unit56,zaścianek
,kamienica
